"student_id","student_name","age","major","gpa"
"3454","Joel Abbott","21","Computer Engineering","3.64"
"3455","Mathew Fields","24","Data Science","3.0"
"3456","Michael Norman","20","Computer Science","3.23"
"3457","Antonio Nixon","19","Computer Science","3.04"
"3458","Adrian Brown","20","Computer Science","3.56"
"3459","Angel Yates MD","18","Computer Science","3.16"
"3460","Jeffery Gates MD","21","Computer Science","3.4"
"3461","Joshua Mendez","18","Data Science","3.97"
"3462","Richard Sanchez","18","Computer Science","3.18"
"3463","Kristin Koch","23","Computer Engineering","3.9"
"3464","Timothy Benitez","23","Computer Science","3.58"
"3465","Amy Larsen","19","Computer Engineering","3.59"
"3466","David Jenkins DDS","20","Computer Engineering","3.49"
"3467","Michael Carroll","21","Computer Engineering","3.41"
"3468","Heidi Willis","22","Computer Science","3.05"
"3469","Justin Ryan","19","Data Science","3.84"
"3470","Wayne Kirby","18","Data Science","3.0"
"3471","Timothy Logan","24","Computer Engineering","3.48"
"3472","David Scott","19","Computer Engineering","3.13"
"3473","Peter Rodriguez","18","Computer Engineering","3.51"
"3474","Michael Henry","23","Computer Engineering","3.81"
"3475","James Tran","22","Data Science","3.87"
"3476","David Martinez","20","Computer Science","3.24"
"3477","Nicholas Bartlett","18","Computer Engineering","4.0"
"3478","Jason Freeman","18","Data Science","3.98"
"3479","Christopher Sanchez","24","Computer Science","3.9"
"3480","Donald King","18","Computer Engineering","2.88"
"3481","Erika Richardson DDS","19","Computer Engineering","2.97"
"3482","Amanda Nelson","19","Computer Science","3.63"
"3483","Denise Cooper","19","Computer Engineering","2.84"
"3484","Barry Roberts","20","Computer Science","3.3"
"3485","Lisa Rangel","21","Computer Engineering","3.77"
"3486","Stephanie Jensen","24","Computer Engineering","3.42"
"3487","Aaron Moore","24","Data Science","3.11"
"3488","Michelle Molina","21","Computer Science","3.58"
"3489","Victoria Rios","20","Computer Engineering","2.96"
"3490","Barbara Morris","24","Computer Science","3.39"
"3491","Erika Rosales","23","Data Science","3.62"
"3492","Linda Dixon","24","Data Science","3.97"
"3493","Helen Young","21","Computer Science","3.32"
"3494","Tammy White","21","Computer Science","3.52"
"3495","Christy Martinez","18","Computer Engineering","3.36"
"3496","Angela Gonzalez","24","Computer Science","3.17"
"3497","Dr. Brett Perez","22","Computer Science","3.36"
"3498","Joshua Banks","21","Data Science","3.17"
"3499","Richard Crane","24","Data Science","3.28"
"3500","Fred Flowers","24","Computer Science","3.01"
"3501","Billy Marquez","23","Data Science","3.03"
"3502","Francisco Molina","21","Data Science","3.97"
"3503","Melissa Watson","18","Computer Engineering","3.08"
"3504","Lisa Smith","22","Computer Science","3.61"
"3505","Whitney Lin","24","Computer Engineering","3.39"
"3506","Nicole Martinez","18","Data Science","2.98"
"3507","Hannah Lucas","19","Data Science","3.15"
"3508","Karen Ellis","18","Computer Science","3.71"
"3509","Walter Ibarra","18","Computer Engineering","3.25"
"3510","Phillip Miller","23","Computer Engineering","3.32"
"3511","Ryan Michael","24","Computer Engineering","4.0"
"3512","Maria Kirby","18","Computer Engineering","3.97"
"3513","Nicolas Moore","23","Computer Science","3.0"
"3514","Peter Lloyd","22","Computer Science","3.68"
"3515","Ashley Richardson","23","Computer Engineering","3.11"
"3516","Tracy Burton","24","Data Science","3.56"
"3517","Crystal Hunt","23","Computer Engineering","3.19"
"3518","Patrick Rojas","20","Computer Engineering","3.31"
"3519","Natasha Gomez","19","Computer Engineering","3.6"
"3520","Tiffany Hanson","21","Computer Engineering","3.22"
"3521","Kimberly Anderson","18","Computer Science","3.2"
"3522","Alexander Miller","22","Data Science","3.53"
"3523","Sarah Yoder","23","Data Science","3.98"
"3524","Jennifer Lowe","22","Computer Engineering","3.9"
"3525","Michael Dawson","18","Data Science","2.8"
"3526","Stephanie James","23","Data Science","3.35"
"3527","Mark Alexander","22","Computer Engineering","3.78"
"3528","Marissa Tucker","19","Data Science","3.6"
"3529","Brenda Turner","23","Computer Engineering","3.89"
"3530","Leslie Drake","18","Data Science","3.02"
"3531","Tonya Thompson","19","Data Science","3.52"
"3532","Scott Herrera","21","Computer Science","3.25"
"3533","Sergio Travis","22","Computer Engineering","3.51"
"3534","Christine Duke DVM","22","Computer Engineering","3.9"
"3535","Steven Rodriguez","24","Data Science","3.08"
"3536","John Goodman","18","Computer Science","3.64"
"3537","Stephanie Simpson MD","19","Computer Science","2.93"
"3538","Alexa Sharp","18","Computer Engineering","2.87"
"3539","Keith Ponce","21","Computer Engineering","3.94"
"3540","Heather Diaz","24","Computer Science","3.37"
"3541","Brian Schroeder","24","Data Science","3.99"
"3542","Matthew Moore","18","Computer Science","3.94"
"3543","Michael Lester","21","Data Science","2.93"
"3544","Kayla Warren","20","Data Science","3.61"
"3545","Cody Meyer","19","Computer Engineering","3.28"
"3546","Timothy Spencer","21","Computer Engineering","3.04"
"3547","Robert Gillespie","21","Computer Science","3.43"
"3548","Teresa Hill","20","Data Science","3.31"
"3549","Theresa Rubio","19","Computer Science","3.24"
"3550","Mitchell Hawkins","20","Computer Science","3.94"
"3551","Shane Brown","19","Computer Science","3.82"
"3552","Andrew Allison","24","Data Science","3.38"
"3553","Dustin Haas","18","Data Science","3.45"
"3554","Shawn Bell","23","Data Science","3.69"
"3555","Susan Kline","20","Computer Science","3.9"
"3556","Christine Bailey","24","Computer Engineering","3.22"
"3557","Mary Joseph","21","Computer Science","3.27"
"3558","Richard Diaz","24","Data Science","3.91"
"3559","Austin Baker","19","Computer Science","3.8"
"3560","Jeanette Phillips","18","Computer Engineering","3.42"
"3561","Christopher Brennan","21","Computer Science","3.25"
"3562","Sarah Shaw","24","Computer Engineering","3.42"
"3563","Christopher Chapman","18","Computer Science","3.07"
"3564","Joshua Brewer","21","Computer Engineering","3.11"
"3565","Tiffany Trujillo","22","Data Science","3.05"
"3566","Jeff Quinn","19","Data Science","3.54"
"3567","Angela Phillips MD","20","Computer Science","3.02"
"3568","Michael Bradley","18","Data Science","3.22"
"3569","Sarah Williams","18","Data Science","3.06"
"3570","Jennifer Love","21","Data Science","3.22"
"3571","Michael Fowler","23","Data Science","3.55"
"3572","Carl Beck","19","Data Science","3.45"
"3573","Brian Grant","20","Computer Engineering","3.13"
"3574","Jennifer Mercado","22","Computer Engineering","2.94"
"3575","Mary Barnes","19","Data Science","3.21"
"3576","Eric Hoover","19","Computer Engineering","3.52"
"3577","Michelle Martinez","21","Computer Science","3.62"
"3578","Kristen Berry","19","Computer Science","3.69"
"3579","Louis Herrera","21","Computer Engineering","3.83"
"3580","Jessica Rasmussen","20","Computer Science","3.58"
"3581","Elizabeth Boyd","21","Computer Science","3.43"
"3582","Benjamin Ortiz","20","Computer Engineering","3.56"
"3583","Larry Miller","18","Data Science","2.81"
"3584","Lisa Wilson","18","Computer Science","3.47"
"3585","Amanda Williamson","23","Data Science","3.89"
"3586","Diane Schmitt","24","Data Science","3.92"
"3587","Justin Walton","24","Computer Science","3.02"
"3588","Catherine Oliver","21","Computer Engineering","3.77"
"3589","Marissa Clark","24","Data Science","3.23"
"3590","Diane Phillips","23","Data Science","3.25"
"3591","Theresa George","24","Computer Science","2.91"
"3592","Julie Davidson","24","Computer Engineering","3.22"
"3593","Amanda Sanchez","22","Data Science","3.2"
"3594","Allen Butler","20","Computer Science","3.52"
"3595","James Hayes","20","Data Science","3.78"
"3596","Rita Jones","18","Data Science","3.22"
"3597","Mrs. Shelly Roberts MD","20","Computer Science","2.85"
"3598","Andrew Horne","18","Data Science","3.08"
"3599","Marissa Nguyen","20","Computer Science","3.63"
"3600","Jacqueline Payne","23","Computer Science","3.73"
"3601","Jared Villa","22","Computer Science","3.54"
"3602","Debra Johnston","22","Computer Science","3.0"
"3603","Chelsea Taylor","24","Computer Science","3.15"
"3604","Charles Daniels","23","Computer Engineering","3.81"
"3605","Aaron Davis","22","Data Science","3.77"
"3606","Mr. James Taylor","23","Computer Science","3.48"
"3607","Melanie Carrillo","24","Data Science","2.98"
"3608","Brandy Martin","20","Data Science","3.84"
"3609","Mark Cameron","20","Data Science","3.87"
"3610","Sara Martinez","19","Computer Engineering","3.79"
"3611","Bobby Soto","19","Data Science","3.43"
"3612","Michele Williams","24","Data Science","3.63"
"3613","Brandy Gill","24","Computer Science","3.98"
"3614","Leonard Barron","20","Computer Science","3.02"
"3615","Aaron Lee","24","Data Science","3.9"
"3616","Carl Parsons","24","Computer Engineering","3.69"
"3617","Gregory Russell","21","Computer Science","3.57"
"3618","Gregory Riley","19","Computer Science","3.98"
"3619","Ashley Harrison","20","Computer Engineering","3.07"
"3620","Ann Dominguez","19","Computer Science","3.91"
"3621","Mrs. Vanessa Foster","18","Data Science","3.24"
"3622","Brett Hines","19","Computer Engineering","3.25"
"3623","Tanya Mcdonald","22","Computer Engineering","3.67"
"3624","Reginald Gray","22","Data Science","2.92"
"3625","Heather Stephens","24","Computer Science","3.43"
"3626","Michael Lutz","21","Data Science","3.13"
"3627","Daniel Smith","20","Computer Science","3.81"
"3628","Joshua Chambers","18","Computer Science","3.25"
"3629","Lindsey Moore","19","Computer Engineering","3.25"
"3630","Mr. James Johnston MD","19","Computer Engineering","3.26"
"3631","Adrienne Mason","22","Computer Science","3.33"
"3632","Melissa Larson","18","Computer Engineering","3.74"
"3633","Dakota Grant","18","Computer Science","3.6"
"3634","Alexander Reese","19","Data Science","3.51"
"3635","Jessica Mendoza","21","Computer Science","3.63"
"3636","Anthony Skinner","23","Computer Science","3.78"
"3637","Gina Dean","18","Computer Science","2.87"
"3638","Jessica Miles","20","Computer Science","3.59"
"3639","Christopher Hubbard","23","Computer Science","3.53"
"3640","Miss Joanne Cuevas","24","Computer Engineering","3.75"
"3641","Jennifer Hill","19","Data Science","3.25"
"3642","Robert Ward","24","Data Science","2.88"
"3643","Brian Smith","23","Data Science","3.21"
"3644","Patrick Jackson","19","Computer Engineering","2.85"
"3645","Kristen Watson","20","Computer Science","3.17"
"3646","Tracy Reynolds","23","Computer Science","3.27"
"3647","Carrie Martin","20","Computer Engineering","3.16"
"3648","Michelle Johnson","18","Computer Science","3.09"
"3649","Omar Collins","21","Computer Science","3.79"
"3650","Shelby Leonard","24","Computer Engineering","3.01"
"3651","Joanna Jimenez","19","Computer Science","3.79"
"3652","Melanie Potts","24","Data Science","3.75"
"3653","Valerie Webster","23","Computer Engineering","3.06"
"3654","Sara Smith","20","Data Science","3.6"
"3655","Craig Haley","18","Data Science","3.89"
"3656","Jacob Jones","24","Computer Science","3.05"
"3657","Carlos Davila","21","Data Science","3.87"
"3658","Alexander Fox","18","Computer Science","2.87"
"3659","Amy Clark","21","Data Science","3.66"
"3660","Stuart Brown","20","Computer Science","2.94"
"3661","David Baker","22","Data Science","2.9"
"3662","Anthony Sampson","18","Computer Science","3.69"
"3663","James Maynard","23","Computer Engineering","3.25"
"3664","Mary Smith","20","Data Science","3.53"
"3665","Margaret Baxter","21","Computer Engineering","3.38"
"3666","Peter Mullins","22","Data Science","3.0"
"3667","Jennifer Melendez","21","Computer Science","3.41"
"3668","John Anderson","20","Data Science","3.54"
"3669","Alexandra Miranda","21","Data Science","3.33"
"3670","Alexander Frank","20","Computer Engineering","3.9"
"3671","Maria May","19","Data Science","3.26"
"3672","Lori Galvan","18","Computer Engineering","2.98"
"3673","James Jimenez","21","Computer Science","3.78"
"3674","Wesley Bridges","24","Computer Science","3.44"
"3675","Jason Jackson","21","Data Science","3.96"
"3676","Jerry Harris","21","Computer Engineering","3.14"
"3677","Daniel Reed","21","Computer Science","3.78"
"3678","Benjamin Boyer","18","Data Science","3.0"
"3679","Pamela Harrison","20","Computer Science","3.34"
"3680","Dr. Tyler Acevedo DDS","19","Computer Science","3.0"
"3681","Scott Kennedy","22","Computer Science","3.92"
"3682","Julie Moore","24","Computer Science","3.12"
"3683","Christine Medina MD","19","Computer Engineering","3.93"
"3684","Pamela Wilson","20","Data Science","2.94"
"3685","David Solis","22","Computer Science","3.61"
"3686","Donald Ellis","21","Data Science","3.3"
"3687","Felicia Gonzalez","22","Computer Engineering","3.62"
"3688","Kayla Blackwell","19","Computer Science","3.25"
"3689","Thomas Benson","18","Data Science","3.18"
"3690","Elizabeth Jimenez","19","Computer Engineering","3.54"
"3691","Matthew Casey","18","Data Science","3.44"
"3692","Laura Williams","23","Computer Engineering","3.76"
"3693","Andrea Massey","18","Computer Engineering","3.99"
"3694","Jonathan Williams","24","Computer Science","3.94"
"3695","Jesse Johnson","21","Data Science","3.6"
"3696","Daniel Lopez","19","Computer Engineering","3.14"
"3697","Erin Moore","19","Computer Engineering","2.95"
"3698","Robert Santiago","23","Data Science","2.9"
"3699","Joshua Campbell","21","Data Science","3.74"
"3700","Erik Washington","23","Computer Engineering","3.38"
"3701","Angela Williams","23","Data Science","3.74"
"3702","Timothy Turner","24","Computer Engineering","3.74"
"3703","Melissa Hall","22","Computer Engineering","3.66"
"3704","Jennifer Jones","19","Computer Engineering","2.88"
"3705","David Campbell","18","Computer Engineering","3.51"
"3706","Jeffrey Hughes","20","Computer Science","3.46"
"3707","Carolyn Howe","18","Data Science","3.91"
"3708","Dana Haynes","24","Computer Engineering","3.39"
"3709","James Cardenas","18","Computer Engineering","3.38"
"3710","Joshua Gray","18","Computer Science","3.39"
"3711","Helen Ortiz","18","Data Science","3.41"
"3712","Seth Long","22","Computer Engineering","3.56"
"3713","Scott Riley","19","Computer Engineering","3.16"
"3714","Meghan Thompson","23","Computer Engineering","2.93"
"3715","Jennifer Daugherty","19","Data Science","3.49"
"3716","Mark Ray","20","Data Science","3.12"
"3717","Kiara Walsh","18","Computer Science","2.94"
"3718","Scott Smith","21","Data Science","3.46"
"3719","Alejandra Houston","21","Computer Engineering","3.62"
"3720","Elaine Williams","19","Computer Science","2.82"
"3721","Jason Bishop","18","Computer Science","3.82"
"3722","Michelle Walker","20","Data Science","3.03"
"3723","John French","18","Computer Science","3.21"
"3724","Sarah Hampton","18","Data Science","3.29"
"3725","Cheryl Wells","19","Computer Engineering","3.25"
"3726","Sherry Santos","23","Data Science","3.63"
"3727","Allison Brown","23","Data Science","3.41"
"3728","Lance Riddle","19","Data Science","3.42"
"3729","Michelle Brown","18","Computer Science","3.83"
"3730","Megan Stephens","24","Computer Engineering","3.73"
"3731","Timothy Black","19","Computer Science","3.32"
"3732","Steven Davidson","21","Data Science","2.99"
"3733","Lisa Stephenson","22","Computer Engineering","3.49"
"3734","Ashley Butler","21","Computer Engineering","3.68"
"3735","Jeff Wang","21","Computer Science","3.38"
"3736","Elizabeth Berg","22","Computer Science","3.08"
"3737","John Hernandez","21","Computer Engineering","3.95"
"3738","Jeffrey Boyd","19","Computer Science","3.12"
"3739","Sean Rodriguez","19","Computer Science","3.54"
"3740","Sean Roy","20","Computer Science","3.63"
"3741","Kimberly Webb","21","Computer Engineering","3.67"
"3742","James Huang Jr.","18","Computer Science","3.61"
"3743","Tyler Lucas","18","Computer Engineering","3.37"
"3744","Julia Hill","20","Computer Science","2.9"
"3745","Meagan Taylor","18","Computer Engineering","3.73"
"3746","Mandy Andersen","19","Data Science","3.66"
"3747","Yvonne Arnold","23","Computer Science","3.08"
"3748","Jack Brown","24","Computer Science","3.72"
"3749","Tracy Cox","23","Computer Science","2.89"
"3750","Bradley Daniels","24","Data Science","3.63"
"3751","William Austin","19","Data Science","3.41"
"3752","Deborah Phillips","23","Computer Engineering","3.94"
"3753","Dominique Hernandez","19","Data Science","3.01"
"3754","Trevor Winters","19","Computer Engineering","3.4"
"3755","Erin Bell","18","Computer Science","3.19"
"3756","Robert Johnston","19","Computer Engineering","2.93"
"3757","Jennifer Hernandez","21","Data Science","3.59"
"3758","Brian Willis","21","Computer Engineering","2.96"
"3759","Kevin Hanna","21","Computer Science","3.83"
"3760","Cody Smith","18","Computer Engineering","2.93"
"3761","Tonya King","19","Computer Science","3.33"
"3762","Anne Harris","24","Data Science","3.55"
"3763","Christopher Howell","19","Computer Engineering","3.62"
"3764","Katherine Malone","23","Computer Science","3.26"
"3765","Rachel Anderson","22","Computer Engineering","3.2"
"3766","Taylor Phillips","21","Computer Science","2.9"
"3767","Julie Sullivan","24","Data Science","3.49"
"3768","Cynthia Nicholson","22","Data Science","3.83"
"3769","Rachel Shepherd","23","Computer Science","3.98"
"3770","Janice Ellis","23","Computer Science","3.37"
"3771","Angela Glenn","18","Computer Engineering","3.34"
"3772","Steven Morris","20","Data Science","3.04"
"3773","Heather Wright","21","Computer Science","3.2"
"3774","Michael Carter","18","Data Science","2.94"
"3775","Jeffrey Novak","24","Computer Engineering","3.73"
"3776","Bridget Farmer","20","Data Science","2.91"
"3777","Brandon Jackson","24","Data Science","3.14"
"3778","Mindy Murray","21","Computer Science","3.07"
"3779","Jason Chase","21","Data Science","3.59"
"3780","Keith Lane","18","Data Science","3.75"
"3781","Christopher Kelly","23","Computer Science","3.02"
"3782","Danielle Williams","20","Data Science","3.32"
"3783","Henry Wilson","22","Data Science","3.11"
"3784","Matthew Rodriguez","21","Data Science","3.11"
"3785","Alan Alexander","23","Computer Engineering","3.3"
"3786","Jason Harrell","20","Computer Engineering","3.23"
"3787","Justin Adams","18","Computer Science","3.03"
"3788","Kimberly Ortiz","22","Computer Engineering","3.82"
"3789","Melissa Barnett","23","Data Science","3.13"
"3790","Steve Rodriguez","18","Computer Science","3.15"
"3791","Nancy Crane","18","Computer Engineering","3.43"
"3792","Katherine Palmer","24","Computer Engineering","2.85"
"3793","Paula Mathews","19","Data Science","2.86"
"3794","Kevin Perez","18","Computer Engineering","3.91"
"3795","Stephanie Vega","22","Computer Engineering","3.24"
"3796","John Phelps","20","Computer Engineering","3.5"
"3797","Michele Hall","22","Data Science","3.91"
"3798","Christopher Marks","23","Data Science","3.28"
"3799","Megan Brown","23","Computer Science","3.1"
"3800","Debbie Smith","23","Computer Science","3.12"
"3801","Jerry Anderson","24","Data Science","2.84"
"3802","Rita Curry","21","Computer Science","3.88"
"3803","Brian Anderson","18","Data Science","2.99"
"3804","Sharon Clark MD","23","Computer Science","3.76"
"3805","William Santiago","20","Data Science","2.98"
"3806","Kyle Perkins","24","Data Science","3.32"
"3807","Sharon Wallace","24","Computer Engineering","3.92"
"3808","John Stafford","18","Computer Engineering","3.0"
"3809","Tammy Ortiz","23","Computer Engineering","3.48"
"3810","Gregory Shaw","22","Data Science","3.7"
"3811","Amy Rogers","23","Computer Science","3.49"
"3812","Matthew Goodman","18","Computer Engineering","3.46"
"3813","David Guerrero","18","Computer Engineering","2.87"
"3814","Denise Mathews","21","Computer Engineering","2.83"
"3815","Heather Myers","18","Computer Science","3.44"
"3816","Rebecca Brooks","23","Computer Science","3.33"
"3817","Daniel Hays","18","Computer Science","3.85"
"3818","Jessica Stafford","23","Data Science","2.98"
"3819","Shawn Romero","23","Computer Science","3.97"
"3820","Tammy Morgan","23","Computer Science","3.24"
"3821","David Juarez","24","Computer Engineering","3.39"
"3822","Connie Sanders","23","Data Science","3.5"
"3823","Scott Perry","22","Computer Science","3.83"
"3824","Lisa Smith","21","Computer Science","3.81"
"3825","Lori Keller","19","Computer Engineering","3.87"
"3826","Angela Mcknight","21","Computer Science","3.47"
"3827","Ronald Perez","21","Computer Engineering","3.28"
"3828","Kevin Foster","19","Computer Science","3.76"
"3829","Jacqueline Stafford","22","Computer Science","2.82"
"3830","Katelyn Todd","19","Computer Science","3.65"
"3831","James Brown","22","Computer Science","3.53"
"3832","Travis Cline","20","Computer Engineering","3.45"
"3833","Evelyn Joyce","21","Computer Engineering","3.96"
"3834","Christine Smith","20","Computer Science","3.48"
"3835","Jennifer Harper","19","Computer Engineering","3.58"
"3836","Mary Griffith","20","Computer Science","3.29"
"3837","Todd Owens","18","Data Science","3.91"
"3838","Catherine Schultz","21","Computer Science","3.57"
"3839","Annette Valdez","21","Computer Engineering","3.39"
"3840","Robert Olson","22","Computer Science","2.87"
"3841","Carrie Allen","21","Computer Science","3.74"
"3842","Jose Tran","23","Computer Engineering","3.19"
"3843","Shelley Carrillo","24","Data Science","3.11"
"3844","Adam Nelson","20","Data Science","3.56"
"3845","Martin Duncan","19","Computer Science","3.61"
"3846","Karen Mclean","19","Computer Engineering","3.2"
"3847","Dr. Jennifer Cameron MD","18","Computer Science","3.22"
"3848","Kelly Smith","18","Computer Engineering","3.45"
"3849","Kimberly Jackson","21","Computer Science","3.57"
"3850","Philip Phillips","19","Computer Science","3.23"
"3851","Andrew Nunez","21","Data Science","3.82"
"3852","Andrew Greer","18","Data Science","3.04"
"3853","Caitlin Atkinson","22","Data Science","3.19"
"3854","Sandra Greene","18","Computer Science","3.33"
"3855","Keith Schmitt","21","Computer Science","2.86"
"3856","Crystal Gomez","19","Data Science","3.9"
"3857","Mr. Stephen Manning","18","Data Science","3.54"
"3858","Linda Smith","24","Computer Engineering","2.84"
"3859","Katherine Lewis","24","Computer Science","3.25"
"3860","Shelly Duncan","24","Data Science","3.76"
"3861","Jenna Ford","23","Data Science","3.78"
"3862","April Vega","19","Computer Engineering","3.54"
"3863","Leslie Foley","24","Computer Science","3.66"
"3864","Kirsten Morgan","19","Computer Engineering","3.91"
"3865","Ashley Higgins","21","Computer Science","3.4"
"3866","Brenda Pennington","22","Data Science","3.96"
"3867","Matthew Jenkins","18","Computer Science","3.31"
"3868","Christopher Reese","21","Computer Engineering","3.9"
"3869","Logan Smith","18","Data Science","3.47"
"3870","Gregory Russell","23","Computer Engineering","3.11"
"3871","Jason Gibson","24","Computer Science","3.27"
"3872","Jason Morgan","23","Computer Engineering","2.91"
"3873","Joe Gonzalez","19","Computer Science","3.17"
"3874","David Porter","20","Computer Science","3.54"
"3875","Cameron Roy","21","Computer Science","3.45"
"3876","Eric Larson","21","Data Science","3.91"
"3877","Alison Deleon","24","Data Science","3.83"
"3878","Nancy Mendoza","18","Computer Science","3.98"
"3879","Rose Mcconnell","24","Computer Engineering","3.73"
"3880","Troy Anderson","20","Computer Science","3.79"
"3881","Todd Mahoney","22","Data Science","3.88"
"3882","Amy Fitzgerald","18","Computer Engineering","2.87"
"3883","Stephanie Medina","18","Computer Science","3.12"
"3884","Wayne Woodard","21","Data Science","2.85"
"3885","Charles Taylor","21","Data Science","3.55"
"3886","Lindsay Smith","21","Computer Science","3.62"
"3887","Penny Medina","22","Computer Science","3.56"
"3888","William Garcia","21","Computer Science","2.92"
"3889","Erica Williams","23","Computer Science","3.12"
"3890","April Moreno","22","Computer Science","3.96"
"3891","Anthony Turner","20","Data Science","3.41"
"3892","Jeffrey Smith DDS","18","Computer Engineering","3.8"
"3893","Alicia Wells","20","Computer Engineering","3.03"
"3894","Sue Sanders","19","Computer Science","2.83"
"3895","Paul Frey","20","Data Science","2.84"
"3896","Elizabeth Smith","24","Computer Science","3.12"
"3897","Nicole Smith","19","Data Science","3.76"
"3898","Linda Smith","23","Data Science","3.36"
"3899","James Wood","18","Computer Engineering","2.83"
"3900","Vicki Peck","21","Computer Engineering","2.9"
"3901","Christopher Morales","18","Computer Engineering","3.93"
"3902","Donald Gill","21","Data Science","3.83"
"3903","Jennifer Harrington","19","Computer Science","2.98"
"3904","Michelle Winters","22","Computer Science","3.63"
"3905","Jordan Cannon","21","Computer Science","3.47"
"3906","Tina Mann","24","Computer Engineering","3.31"
"3907","Ashley Nguyen","20","Computer Engineering","2.85"
"3908","Savannah Ford","19","Data Science","3.35"
"3909","David Vazquez","19","Data Science","2.84"
"3910","Laura Wolf","23","Computer Engineering","3.5"
"3911","Rachel Sutton","19","Computer Engineering","3.52"
"3912","Amber Frye","24","Data Science","3.24"
"3913","Jason Welch","21","Computer Science","3.35"
"3914","Robert Fox","18","Computer Engineering","3.45"
"3915","Kelly Davis","23","Computer Engineering","3.81"
"3916","Marcus Taylor","21","Computer Engineering","3.82"
"3917","Brenda Reed","21","Data Science","3.4"
"3918","Bradley Carson","20","Data Science","3.02"
"3919","Erin Rangel","22","Data Science","2.87"
"3920","Mrs. Madison Davenport","23","Data Science","3.82"
"3921","Megan Simpson","19","Computer Science","3.79"
"3922","Travis Nelson","24","Data Science","3.42"
"3923","Emily Dillon","21","Data Science","3.17"
"3924","Robert Sullivan","24","Data Science","3.83"
"3925","Michael Ramirez","22","Data Science","3.01"
"3926","Jessica Holmes","19","Computer Engineering","3.28"
"3927","Jonathon Martin","22","Computer Science","2.99"
"3928","Rebecca Leblanc","21","Data Science","3.83"
"3929","Daniel King","23","Computer Engineering","3.17"
"3930","Ariel Miranda","18","Computer Science","2.86"
"3931","James Mosley","21","Computer Science","3.54"
"3932","Lauren Michael","20","Data Science","2.98"
"3933","Michael Lewis","18","Data Science","3.37"
"3934","Crystal Bishop","23","Computer Engineering","3.71"
"3935","Anna Ford","19","Computer Engineering","3.44"
"3936","Katie Juarez MD","24","Computer Engineering","3.76"
"3937","Spencer Middleton","20","Computer Engineering","3.46"
"3938","Yvette Ross","19","Computer Science","3.92"
"3939","Ashley Townsend","18","Computer Engineering","3.88"
"3940","Michael Curtis","23","Computer Science","3.25"
"3941","Rodney Randolph","20","Data Science","2.96"
"3942","Michelle Mills","21","Computer Engineering","3.85"
"3943","Nathaniel Johnson","23","Data Science","2.91"
"3944","Denise Mcdaniel","21","Computer Science","3.59"
"3945","Brandi Thompson","19","Computer Science","2.84"
"3946","Edward Stone","23","Computer Science","4.0"
"3947","Anthony Lopez","22","Computer Science","2.95"
"3948","Ryan Cannon","19","Data Science","3.13"
"3949","Fred Abbott","19","Computer Science","3.39"
"3950","Erica Pham","18","Computer Engineering","3.67"
"3951","Holly Cross","24","Computer Science","2.82"
"3952","Nicole Boyd","23","Computer Engineering","2.89"
"3953","Shane Franklin","18","Data Science","3.97"
"3954","Edward Christian","24","Computer Engineering","3.85"
"3955","Donald Burnett","23","Computer Science","3.12"
"3956","Harold Morris","24","Computer Science","3.9"
"3957","Kelly Marquez","23","Computer Science","2.97"
"3958","Daniel Williamson","19","Computer Science","2.93"
"3959","Douglas Martin","20","Computer Science","3.97"
"3960","David Jones","19","Computer Science","3.4"
"3961","Richard Wells","24","Computer Science","3.61"
"3962","Kara Maxwell","18","Computer Engineering","3.56"
"3963","Eugene Kelley","19","Data Science","3.13"
"3964","Morgan Watkins","18","Data Science","3.07"
"3965","Meghan Turner","24","Data Science","3.57"
"3966","Christopher Ross","21","Data Science","3.7"
"3967","Candace Nguyen","23","Computer Science","2.97"
"3968","Amy Webb","21","Computer Engineering","3.36"
"3969","Roberta Weiss","21","Computer Engineering","3.27"
"3970","Laura Rodriguez","20","Computer Engineering","3.63"
"3971","Tiffany Morgan","23","Data Science","3.34"
"3972","Lawrence Galloway","20","Computer Science","2.96"
"3973","Barry Russo","23","Data Science","3.88"
"3974","Amy Nichols","18","Data Science","3.92"
"3975","William Allen","23","Data Science","3.95"
"3976","Eddie Valenzuela","18","Data Science","3.13"
"3977","Christina Henry","23","Data Science","3.71"
"3978","Brian Garrett","21","Data Science","3.79"
"3979","Brian Ferrell","24","Computer Engineering","3.78"
"3980","Jennifer Griffin","18","Computer Engineering","3.0"
"3981","Kristy Ward","23","Computer Science","3.64"
"3982","Brian Crosby","18","Computer Engineering","3.95"
"3983","Meghan Castro","22","Data Science","3.57"
"3984","Donna Page","24","Computer Engineering","2.98"
"3985","Jacob Roach","18","Computer Engineering","3.94"
"3986","Pamela Jordan","24","Computer Science","3.42"
"3987","Cheryl Benson","21","Computer Engineering","3.02"
"3988","Michael Douglas","24","Data Science","3.08"
"3989","Crystal Hernandez","19","Computer Engineering","2.85"
"3990","Joseph Peterson","18","Computer Engineering","3.64"
"3991","Tara Bennett","19","Computer Science","3.88"
"3992","Jennifer Strong","19","Computer Engineering","3.49"
"3993","Elizabeth Jackson","20","Computer Science","3.78"
"3994","Robin Deleon","24","Computer Engineering","3.67"
"3995","Derrick Carter","24","Computer Science","2.88"
"3996","Terry Ross","19","Data Science","3.12"
"3997","James Johnson","20","Computer Science","3.03"
